,author,year,title,blob,vader,afinn,blob_zscore,vader_zscore,afinn_zscore,blob_zscore_outliers,vader_zscore_outliers,afinn_zscore_outliers,co2,co2_growth_prct,co2_growth_abs,co2_per_capita,cumulative_co2,coal_co2,coal_co2_per_capita,cumulative_coal_co2
118,chu etal,2020,Effects of stripper.txt,0.020206875,0.052930338,0.020927991,-0.268319482,-0.073449025,0.265173196,-0.268319482,-0.073449025,0.265173196,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
119,Chun etal,2008,novel thermodiode designs.txt,0.034230317,0.052223274,0.017022358,0.710402387,-0.094444064,-0.001626634,0.710402387,-0.094444064,-0.001626634,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
120,chung and ju,2010,A hybrid design of VAWT.txt,0.023832114,0.026314684,0.018422107,-0.015307391,-0.863754246,0.09399236,-0.015307391,-0.863754246,0.09399236,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
121,Ciampi etal,2013,energy performance.txt,0.019918436,0.061899492,0.010140501,-0.288450228,0.192874282,-0.471736859,-0.288450228,0.192874282,-0.471736859,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
122,ciampi etal,2014,energy and economic analyses.txt,0.029662459,0.117237845,0.014174063,0.391603129,1.836049701,-0.196198043,0.391603129,1.836049701,-0.196198043,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
123,colombo,2012,Carbon dioxide refrigeration with heat.txt,0.013268707,0.027658081,0.008463817,-0.752547023,-0.823864418,-0.586273704,-0.752547023,-0.823864418,-0.586273704,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
124,Comarazamy etal,2013,impacts of urb.txt,0.016496179,0.044489859,0.021529052,-0.527295818,-0.324074256,0.306232584,-0.527295818,-0.324074256,0.306232584,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
125,Cooke etal,2013,biomass energy crop feasibility.txt,0.024374588,0.071221753,0.036338637,0.022552854,0.46968248,1.317898104,0.022552854,0.46968248,1.317898104,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
126,corberan etal,2018,Dual source.txt,0.050465297,0.064089085,0.01977304,1.843471561,0.257890396,0.186276696,1.843471561,0.257890396,0.186276696,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
127,coskun etal,2009,Energy and exergy.txt,0.003048365,0.05778984,0,-1.465843568,0.070845356,-1.164450076,-1.465843568,0.070845356,-1.164450076,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
128,cruikshank,2011,economic.txt,0.017237275,0.02348513,0.020891924,-0.475573347,-0.947772892,0.262709423,-0.475573347,-0.947772892,0.262709423,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
129,cuce and cuce,2013,Optimization.txt,0.024321704,0.072141111,0.022961014,0.018862001,0.496981216,0.404052119,0.018862001,0.496981216,0.404052119,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
130,cuce and cuce,2013,Theoretical investigation of hot box solar coo.txt,0.02763762,0.090478198,0.017286432,0.250285865,1.041468884,0.016412697,0.250285865,1.041468884,0.016412697,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
131,cuce and riffat,2016,A comprehensive assessment of sectoral energy.txt,0.041034316,0.149456904,0.031437126,1.185265977,2.792738193,0.983068344,1.185265977,,0.983068344,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
132,Cuimin etal,2020,energy conservation.txt,0.017136106,0.047404519,0.016866292,-0.482634114,-0.237528549,-0.012287734,-0.482634114,-0.237528549,-0.012287734,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
133,d'alessandro etal,2016,Innovative concretes for low carbon constructions.txt,0.075407827,0.082967752,0.036659128,3.584256712,0.818459348,1.339791348,,0.818459348,1.339791348,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
134,dakwale and ralegaonkar,2011,Review of carbon emission through buildings.txt,0.041050757,0.135590018,0.032803381,1.186413416,2.380985335,1.076399339,1.186413416,2.380985335,1.076399339,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
135,Daniel C. Staley,2013,urban forests and solar power.txt,0.05491091,0.075380572,0.02953456,2.153739057,0.593171339,0.853101156,2.153739057,0.593171339,0.853101156,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
136,darkwa and fraser,2012,Performance of an integrated solar absorption cooling system.txt,0.013466537,0.055463004,-0.001174812,-0.738740158,0.001754042,-1.244703293,-0.738740158,0.001754042,-1.244703293,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
137,Davies etal,2013,seawater.txt,0.03025198,0.042810756,0.030592105,0.43274688,-0.373932287,0.925343695,0.43274688,-0.373932287,0.925343695,31493.742,2.98,910.212,4.696,1244213.89,12811.338,1.91,601452.662
138,dayma etal,2013,Energetic and exergetic analyses of a transcritical N2O heat pump system.txt,0.057611002,0.023328875,0.00297619,2.342183435,-0.952412606,-0.961141926,2.342183435,-0.952412606,-0.961141926,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
139,dien etal,2011,Biochemical processing of reed canarygrass into fuel ethanol.txt,0.037189231,0.056464154,0.025021949,0.916910392,0.031481435,0.544837757,0.916910392,0.031481435,0.544837757,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
140,ding and riffat,2012,Thermochemical energy storage technologies for building applications.txt,0.017258458,0.082538088,0.012901035,-0.474094939,0.805701219,-0.283160497,-0.474094939,0.805701219,-0.283160497,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
141,ding,2019,Comparison.txt,0.043872326,-0.045906173,-0.02406639,1.383335956,-3.008226019,-2.808462201,1.383335956,,,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
142,Du etal,2017,impact of blades wrap energy.txt,0.039543292,0.058653942,0.008252771,1.081204645,0.096503361,-0.600690623,1.081204645,0.096503361,-0.600690623,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
143,du,2011,electroca.txt,0.036287518,0.047186882,0.036089012,0.853978202,-0.24399089,1.300845841,0.853978202,-0.24399089,1.300845841,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
144,durakovic and torlak,2016,Experimental.txt,0.019013951,0.053723066,0.017917133,-0.351575893,-0.049910361,0.059496859,-0.351575893,-0.049910361,0.059496859,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
145,ebhota,2018,The place.txt,0.009776532,0.049136715,0.01274409,-0.996272355,-0.186094015,-0.293881654,-0.996272355,-0.186094015,-0.293881654,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
146,eboka etal,2018,Detailed.txt,0.022794118,0.065279412,0.03902439,-0.087751076,0.293235078,1.501366053,-0.087751076,0.293235078,1.501366053,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
147,eicker,2012,Large scal.txt,0.033785961,0.077756198,0.016393443,0.679389904,0.663711392,-0.044588792,0.679389904,0.663711392,-0.044588792,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
148,elbaiuomy,2017,The impact.txt,0.024322417,0.055581024,0.033136095,0.018911741,0.005258451,1.099127525,0.018911741,0.005258451,1.099127525,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
149,elmer etal,2016,Experimental.txt,0.026230864,0.060800564,0.041948455,0.152105791,0.160243543,1.701113448,0.152105791,0.160243543,1.701113448,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
150,eloka and onunka,2020,Sustainable.txt,0.007390757,0.004790076,-0.00156128,-1.162780004,-1.502889759,-1.271103532,-1.162780004,-1.502889759,-1.271103532,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
151,elsayed,2013,Thermodynamic.txt,0.019258323,0.023414545,0.000450958,-0.334520668,-0.949868764,-1.133644422,-0.334520668,-0.949868764,-1.133644422,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
152,elsayed,2014,Numerical investigation.txt,0.004548793,0.017436418,0.004310345,-1.361125928,-1.127378786,-0.87000379,-1.361125928,-1.127378786,-0.87000379,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
153,Embaye etal,2014,effect of flow pulsation.txt,0.010846803,0.04885569,0.01451703,-0.921576223,-0.194438557,-0.172769453,-0.921576223,-0.194438557,-0.172769453,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
154,enayatizade,2019,Techno econom.txt,0.022385,0.048027627,0.017461879,-0.116304145,-0.219026443,0.02839774,-0.116304145,-0.219026443,0.02839774,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
155,Ernest,2008,sun spot related climate variations.txt,0.020792511,0.051769579,0.007155635,-0.227446884,-0.107915738,-0.675637637,-0.227446884,-0.107915738,-0.675637637,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
156,esfahankalteh,2020,Achieving.txt,0.010874802,0.043383596,0.043148471,-0.919622096,-0.356922807,1.783088321,-0.919622096,-0.356922807,1.783088321,35925.738,1.33,473.278,4.76,1588368.275,14453.702,1.915,745094.581
157,fadeyibi etal,2020,Ecological.txt,0.025946178,0.029971086,0.003853565,0.13223706,-0.755183781,-0.901207154,0.13223706,-0.755183781,-0.901207154,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
158,Fan etal,2017,intermittent supply.txt,0.00393264,0.034842728,0.022988506,-1.40412834,-0.610528897,0.405930115,-1.40412834,-0.610528897,0.405930115,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
159,Fan etal,2018,cooling load prediction.txt,0.01351323,0.081523288,0.030092593,-0.735481349,0.775568508,0.891221216,-0.735481349,0.775568508,0.891221216,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
160,fang etal,2012,Characterization.txt,0.038312672,0.059844589,0.014438752,0.995317451,0.131857532,-0.178116733,0.995317451,0.131857532,-0.178116733,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
161,fang etal,2017,Experimental.txt,0.006401453,0.032288841,0.00641994,-1.231825378,-0.686362114,-0.725894128,-1.231825378,-0.686362114,-0.725894128,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
162,farikhah,2020, The effect.txt,0.006634793,0.027186585,0.001719902,-1.215540128,-0.837864649,-1.046960944,-1.215540128,-0.837864649,-1.046960944,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
163,fazeli,2013,Analysing.txt,0.02502079,0.110812304,0.008277064,0.06765246,1.64525453,-0.599031114,0.06765246,1.64525453,-0.599031114,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
164,feng etal,2010,Heating.txt,-0.000838873,0.047647306,-0.006764637,-1.73714105,-0.230319404,-1.626552854,-1.73714105,-0.230319404,-1.626552854,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
165,feng etal,2010,steady,0.01069102,0.056994836,0.015494031,-0.932448564,0.047239133,-0.106028985,-0.932448564,0.047239133,-0.106028985,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
166,feng etal,2013,Constructal.txt,0.006056493,0.038469643,0.006813255,-1.255900777,-0.502834029,-0.699026154,-1.255900777,-0.502834029,-0.699026154,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
167,ferron etal,2011,custom.txt,0.055265394,0.116623209,0.046899591,2.178479187,1.817799169,2.039333118,2.178479187,1.817799169,2.039333118,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
168,fhazali etal,2017,Feasibility.txt,0.008043379,0.026634221,-0.017008689,-1.117232352,-0.854266155,-2.326339801,-1.117232352,-0.854266155,-2.326339801,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
169,filippeschi etal,2012,Feasibility.txt,0.022569949,0.048336072,0.009723103,-0.10339624,-0.209867701,-0.500249957,-0.10339624,-0.209867701,-0.500249957,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
170,fritschi etal,2016,Efficiency.txt,0.026358292,0.045732325,0.008332023,0.160999229,-0.287181421,-0.595276749,0.160999229,-0.287181421,-0.595276749,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
171,fu etal,2009,co2 emission.txt,0.010592881,0.0154761,0.022773856,-0.939297893,-1.185586994,0.391267034,-0.939297893,-1.185586994,0.391267034,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
172,gago etal,2010,irradiation and temperatur.txt,0.004126096,0.008151065,0.013162335,-1.39062673,-1.403091067,-0.265310692,-1.39062673,-1.403091067,-0.265310692,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
173,gan,2015,Impacts of dynam.txt,0.011096545,0.023727436,0.004283241,-0.904146264,-0.940578024,-0.871855316,-0.904146264,-0.940578024,-0.871855316,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
174,gao etal,2010,concentrating PV modules.txt,0.011281752,0.078722222,0.007568279,-0.891220268,0.692395778,-0.647449293,-0.891220268,0.692395778,-0.647449293,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
175,Gao etal,2013,A comparativ.txt,0.020849317,0.032672697,0.014976466,-0.223482284,-0.674964167,-0.141384676,-0.223482284,-0.674964167,-0.141384676,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
176,gao etal,2018,Comparis.txt,0.02025203,0.034975026,0.004030308,-0.265168052,-0.606600559,-0.889133542,-0.265168052,-0.606600559,-0.889133542,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
177,Ge etal,2009,water absorption.txt,0.016801217,0.033982329,0.020052474,-0.506006626,-0.636076957,0.205365254,-0.506006626,-0.636076957,0.205365254,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
178,Gennaro,2014,climatechangeAndRespiratory.txt,0.02732396,0.008757909,-0.013715873,0.228394996,-1.385071908,-2.101402436,0.228394996,-1.385071908,-2.101402436,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
179,georges,2013,Design.txt,0.023799477,0.029857239,0.00764556,-0.017585163,-0.758564281,-0.642170132,-0.017585163,-0.758564281,-0.642170132,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
180,ghabra,2017,The impac.txt,0.018515838,0.083518421,0.027253669,-0.386340085,0.834810497,0.697289962,-0.386340085,0.834810497,0.697289962,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
181,ghalamchi,2016,Evolving.txt,0.018610595,0.072487464,0.022020725,-0.379726858,0.50726557,0.33981955,-0.379726858,0.50726557,0.33981955,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
182,gharghani,2020,An experimental.txt,0.043798176,0.087289646,0.006318208,1.378160909,0.946790418,-0.732843573,1.378160909,0.946790418,-0.732843573,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
183,ghazali,2017,Feasibilit.txt,0.014451679,0.045511727,0.021336421,-0.669985217,-0.29373169,0.293073649,-0.669985217,-0.29373169,0.293073649,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
184,gong etal,2012,Emissions.txt,0.033108539,0.066348451,0.007187572,0.632111387,0.324978335,-0.673455945,0.632111387,0.324978335,-0.673455945,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
185,gordeeva etal,2012,Composites.txt,0.0323869,0.065677599,0.023376825,0.58174692,0.305058542,0.432456807,0.58174692,0.305058542,0.432456807,35534.443,0.71,251.418,4.871,1481493.672,15062.902,2.065,701562.049
186,goshayeshi and chaer,2016,Comparison.txt,0.028559772,0.035115029,0.009566327,0.314644566,-0.602443412,-0.510959595,0.314644566,-0.602443412,-0.510959595,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
187,graham etal,2012,Degradati.txt,0.014525596,-0.010252163,0.00159787,-0.664826449,-1.949542689,-1.055297152,-0.664826449,-1.949542689,-1.055297152,32069.444,1.83,575.702,4.724,1276283.334,13234.705,1.949,614687.367
188,guo etal,2012,Numerical.txt,0.018837498,0.030391048,0.015621063,-0.363890875,-0.742713746,-0.097351216,-0.363890875,-0.742713746,-0.097351216,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
189,Guo etal,2018,Surrounding rock control.txt,0.018188514,0.035493029,0.0290972,-0.409184623,-0.591219347,0.823224442,-0.409184623,-0.591219347,0.823224442,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
190,guohui gan,2013,Dynami.txt,0.013221885,0.024344528,0.006419309,-0.755814818,-0.922254553,-0.725937184,-0.755814818,-0.922254553,-0.725937184,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
191,gupta etal,2019,analysis of.txt,0.023311454,0.082960908,0.036486782,-0.051645213,0.818256117,1.328018112,-0.051645213,0.818256117,1.328018112,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
192,gUPTA,2009,Moving towards.txt,0.034964606,0.088597765,0.032886126,0.761649713,0.985632701,1.082051756,0.761649713,0.985632701,1.082051756,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
193,Gupta,2009,Sustainable energy technologies.txt,0.027342083,0.12135989,0.046017699,0.229659776,1.958446609,1.97908974,0.229659776,1.958446609,1.97908974,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
194,gurler etal,2018,Experimental investigation.txt,0.013946273,0.036509978,0.014810752,-0.705258465,-0.561022848,-0.152704857,-0.705258465,-0.561022848,-0.152704857,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
195,gurler,2020,longterm monitoring.txt,0.004691824,0.043346417,0.024260428,-1.351143511,-0.358026761,0.492817099,-1.351143511,-0.358026761,0.492817099,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
196,haghighi and maerefat,2014,Design.txt,0.010690523,0.021036465,0.013405216,-0.932483293,-1.0204817,-0.248719124,-0.932483293,-1.0204817,-0.248719124,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
197,hamdy etal,2010,simulation based optimisation.txt,0.019884223,0.06697956,0.014910537,-0.290837994,0.343718014,-0.145888372,-0.290837994,0.343718014,-0.145888372,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
198,harikrishnan,2011,Effect of.txt,0.025689052,0.058702548,0.02237927,0.114291739,0.097946627,0.364312265,0.114291739,0.097946627,0.364312265,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
199,harper etal,2019,Assessing socially.txt,0.051055848,0.070041791,0.038486417,1.884687201,0.434645585,1.464616243,1.884687201,0.434645585,1.464616243,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
200,Harrison and Jiang,2017,energy performance.txt,0.026279487,0.07077856,0.014516459,0.1554993,0.456522641,-0.172808445,0.1554993,0.456522641,-0.172808445,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
201,hegazy and helmi,2020,Spatial monitorin.txt,0.011136427,0.061644714,0.035255453,-0.901362782,0.185309087,1.243904128,-0.901362782,0.185309087,1.243904128,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
202,hegazy and qurnfulah,2020,Thermal comfo.txt,0.034515895,0.063415546,0.030948092,0.730333382,0.237890838,0.94966172,0.730333382,0.237890838,0.94966172,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
203,hegazy etal,2017,The living building.txt,0.041750096,0.095733974,0.053595157,1.235221617,1.197529947,2.496717561,1.235221617,1.197529947,,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
204,hegazy etal,2017,Towards.txt,0.04516199,0.059925946,0.04939607,1.473343962,0.134273292,2.209871448,1.473343962,0.134273292,2.209871448,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
205,hegazy,2020,Toward efficient energy con.txt,0.022568062,0.10592451,0.025789347,-0.103527947,1.500120039,0.597259878,-0.103527947,1.500120039,0.597259878,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
206,hemmingway and long,2012,Thermal re.txt,-0.003233408,0.039058254,0.003048264,-1.904260094,-0.485356254,-0.956218461,-1.904260094,-0.485356254,-0.956218461,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
207,herdt etal,2016,Newly invented biobased.txt,0.005882831,0.013989967,0.01407479,-1.268020958,-1.229715119,-0.202979549,-1.268020958,-1.229715119,-0.202979549,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
208,Hessami,2008,rural residential building.txt,0.014812847,0.030689364,0.007204117,-0.644778646,-0.733855781,-0.672325786,-0.644778646,-0.733855781,-0.672325786,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
209,hormazabal etal,2016,The performance.txt,0.026402718,0.03735619,0.014010508,0.164099777,-0.535896071,-0.20737073,0.164099777,-0.535896071,-0.20737073,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
210,hsieh and cheng,2020,Effects o.txt,0.015201698,0.054762176,0.008240427,-0.617640022,-0.019055822,-0.601533861,-0.617640022,-0.019055822,-0.601533861,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
211,hu etal,2016,Removal of carbon dioxi.txt,0.022725003,0.032605114,0.01835206,-0.092574738,-0.676970947,0.089207369,-0.092574738,-0.676970947,0.089207369,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
212,huang etal,2011,Design analysis of a F.txt,0.022343989,0.024122388,0.002033111,-0.119166389,-0.928850619,-1.025565159,-0.119166389,-0.928850619,-1.025565159,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
213,huang etal,2020,Comparative investig.txt,0.030742228,0.088249061,0.024151036,0.466962196,0.975278562,0.485344339,0.466962196,0.975278562,0.485344339,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
214,hui and ma,2016,Analysis of environmental.txt,0.019449305,0.067143473,0.025249169,-0.321191739,0.348585116,0.560359529,-0.321191739,0.348585116,0.560359529,33343.3,5.49,1736.258,4.793,1341233.677,13970.832,2.008,641725.345
215,hundt and reddy,2011,Algal biodiesel product.txt,0.033103872,0.062055402,0.028742814,0.631785689,0.197503767,0.799015784,0.631785689,0.197503767,0.799015784,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
216,hyde,2016,Development.txt,0.045057844,0.070767092,0.047225806,1.466075447,0.456182121,2.06161741,1.466075447,0.456182121,2.06161741,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
217,Ibrahim etal,2009,analysis of sola.txt,0.012103039,0.060193966,0.015990862,-0.833901195,0.142231663,-0.072089669,-0.833901195,0.142231663,-0.072089669,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
218,Ibrahim Rizk Hegazy,2020,nano aerogel glazing.txt,0.0197647,0.088168944,0.024543379,-0.299179691,0.97289963,0.512145898,-0.299179691,0.97289963,0.512145898,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
219,igbum etal,2019,Feasibility stud.txt,0.015134215,0.036198476,0.00593201,-0.6223498,-0.570272343,-0.759225345,-0.6223498,-0.570272343,-0.759225345,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
220,Igunnu etal,2012,Produced wate.txt,0.021573549,0.029792558,0.011906449,-0.172936832,-0.760484861,-0.351102207,-0.172936832,-0.760484861,-0.351102207,31607.042,-1.44,-462.402,4.599,1307890.377,13067.147,1.901,627754.514
221,ikedi etal,2016,Numerical asse.txt,0.01863579,0.083681405,0.013392857,-0.377968448,0.839650019,-0.249563402,-0.377968448,0.839650019,-0.249563402,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
222,indartono etal,2016,Improving photovoltaics.txt,0.024915329,0.093582154,0.025468695,0.060292182,1.133635407,0.57535564,0.060292182,1.133635407,0.57535564,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
223,inyang,2020,Reactive.txt,0.018166626,0.057351152,0.029195669,-0.410712282,0.0578193,0.829950984,-0.410712282,0.0578193,0.829950984,35496.406,-0.11,-38.037,4.81,1516990.078,14718.203,1.994,716280.251
224,ismail,2012,energy eff.txt,0.032066055,0.118926773,0.015228426,0.559354543,1.886199474,-0.124172843,0.559354543,1.886199474,-0.124172843,36646.14,2.01,720.402,4.802,1625014.415,14718.145,1.929,759812.726
225,ivanova,2014,3D analysis of the incident diffuse irradiance.txt,0.011337564,0.049989764,0.006282723,-0.8873251,-0.160764226,-0.735267636,-0.8873251,-0.160764226,-0.735267636,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
226,iwaro etal,2014,An integrated approac.txt,0.026287195,0.043522938,0.047816092,0.156037237,-0.352785296,2.101940721,0.156037237,-0.352785296,2.101940721,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
227,Iwaro etal,2014,assessment design.txt,0.01252781,0.053043464,0.029585799,-0.804255642,-0.07008996,0.856601353,-0.804255642,-0.07008996,0.856601353,36702.503,0.15,56.363,4.758,1661716.918,14573.219,1.889,774385.946
228,iwaro etal,2015,Validation of integrate.txt,0.052694795,0.08196904,0.04788089,1.999072315,0.788804356,2.106367171,1.999072315,0.788804356,2.106367171,34974.075,1.47,505.624,4.908,1410676.204,14949.697,2.098,671456.267
229,jahnke etal,2013,First cycle simulations of t.txt,0.017759936,0.05040327,0.014542936,-0.439095904,-0.148485876,-0.170999727,-0.439095904,-0.148485876,-0.170999727,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
230,jain and hindoliya,2016,Energy saving.txt,0.024333879,0.090145251,0.03259961,0.019711706,1.031582612,1.062479426,0.019711706,1.031582612,1.062479426,35283.025,0.88,308.95,4.893,1445959.229,15042.88,2.086,686499.147
231,jan etal,2013,climate necessity.txt,0.020306257,0.065976605,0.037429914,-0.261383452,0.313937013,1.392444902,-0.261383452,0.313937013,1.392444902,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
232,janchen etal,2012,"Preparation, hydrot.txt",0.014792552,0.030192835,0.010853293,-0.646195115,-0.748599338,-0.423044907,-0.646195115,-0.748599338,-0.423044907,31493.742,2.98,910.212,4.696,1244213.89,12811.338,1.91,601452.662
233,jareemit and canyookt,2020,Residential.txt,0.017952852,0.137355604,0.045049588,-0.425631932,2.433411305,1.912956592,-0.425631932,,1.912956592,35452.459,-0.12,-43.947,4.75,1552442.538,14360.628,1.924,730640.879
234,jarimi etal,2018,Materials characterizatio.txt,0.050757576,0.0652,0.041860465,1.863870213,0.290877085,1.69510269,1.863870213,0.290877085,1.69510269,34468.451,3.37,1125.151,4.895,1375702.128,14781.225,2.099,656506.57
235,jarimi etal,2018,Materials characterization.txt,0.040789474,0.096192105,0.056,1.168177994,1.211133341,2.660996069,1.168177994,1.211133341,,34807.259,-5.16,-1895.244,4.465,1696524.177,13976.098,1.793,788362.044
